,online_order,book_table,rate,votes,location,rest_type,approx_cost(for two people),menu_item,listed_in(type)
46456,1,0,3.9,66,55,5,150.0,9088,Delivery
46458,1,0,4.0,97,67,5,150.0,9088,Delivery
46460,0,0,3.8,102,67,5,350.0,9088,Delivery
46461,1,0,3.9,35,55,5,300.0,9088,Delivery
46462,1,0,3.9,126,67,5,100.0,9088,Delivery
46463,1,0,3.9,87,76,5,200.0,9088,Delivery
46464,1,0,3.8,74,5,1,400.0,9088,Delivery
46465,1,0,3.1,94,67,5,350.0,9088,Delivery
46466,0,0,3.5,46,67,5,300.0,9088,Delivery
46467,0,0,3.1,8,67,4,450.0,9088,Delivery
46468,1,0,3.7,163,86,5,250.0,9088,Delivery
46469,0,0,3.7,21,57,5,300.0,9088,Delivery
46470,1,0,3.8,18,5,7,400.0,9088,Delivery
46472,1,0,,0,67,5,250.0,9088,Delivery
46474,1,0,3.9,291,55,7,300.0,9088,Delivery
46475,1,0,3.9,41,55,5,150.0,9088,Delivery
46476,1,0,3.5,10,67,5,300.0,9088,Delivery
46478,0,0,3.4,8,67,6,150.0,9088,Delivery
46480,0,0,,0,67,6,150.0,9088,Delivery
46481,1,1,3.7,57,67,1,900.0,9088,Delivery
46482,0,0,3.6,42,67,5,200.0,9088,Delivery
46484,1,0,3.7,27,55,7,250.0,9088,Delivery
46485,0,0,,0,67,1,650.0,9088,Delivery
46486,0,0,,0,67,5,300.0,9088,Delivery
46487,0,0,,0,67,5,400.0,9088,Delivery
46488,1,0,3.1,7,5,4,500.0,9088,Delivery
46491,1,0,3.2,4,67,5,200.0,9088,Delivery
46492,0,0,3.3,5,67,5,200.0,9088,Delivery
46493,0,0,,0,67,5,400.0,9088,Delivery
46497,0,0,,0,67,7,450.0,9088,Delivery
46499,0,0,3.1,37,67,5,300.0,9088,Delivery
46500,0,0,3.1,38,67,5,350.0,9088,Delivery
46501,0,0,3.4,4,67,7,300.0,9088,Delivery
46503,0,0,3.3,6,67,4,200.0,9088,Delivery
46504,0,0,3.2,4,67,5,400.0,9088,Delivery
46505,0,0,3.4,7,67,1,700.0,9088,Delivery
46508,0,0,,0,67,4,300.0,9088,Delivery
46509,0,0,3.2,4,67,5,300.0,9088,Delivery
46510,0,0,3.2,4,67,5,400.0,9088,Delivery
46512,0,0,3.4,10,67,5,150.0,9088,Delivery
46513,0,0,,0,67,5,150.0,9088,Delivery
46516,0,0,,0,67,5,200.0,9088,Delivery
46518,0,0,,0,67,5,300.0,9088,Delivery
46520,1,0,,0,67,7,200.0,9088,Delivery
46521,0,0,3.5,37,67,5,300.0,9088,Delivery
46522,1,0,3.4,22,67,5,300.0,9088,Delivery
46524,0,0,,0,67,7,400.0,9088,Delivery
46528,0,0,3.3,6,67,5,400.0,9088,Delivery
46530,0,0,4.1,453,4,5,100.0,9088,Delivery
46532,0,0,3.9,175,5,5,350.0,9088,Delivery
46534,0,0,3.7,239,5,7,600.0,9088,Delivery
46536,0,0,3.9,57,5,5,600.0,9088,Delivery
46538,0,0,,0,53,7,500.0,9088,Delivery
46540,0,0,,0,53,5,250.0,9088,Delivery
46542,1,0,,0,76,5,150.0,9088,Delivery
46543,0,0,,0,55,7,150.0,9088,Delivery
46545,1,0,3.3,5,53,5,300.0,9088,Delivery
46546,1,0,,0,53,5,250.0,9088,Delivery
46547,0,0,3.3,4,4,5,150.0,9088,Delivery
46548,0,0,3.3,7,86,7,300.0,9088,Delivery
46549,0,0,3.7,31,4,5,300.0,9088,Delivery
46550,1,0,3.6,19,67,7,300.0,9088,Delivery
46552,1,0,3.3,4,4,5,200.0,9088,Delivery
46554,1,0,4.1,80,55,0,500.0,9088,Delivery
46555,0,1,4.3,1145,55,1,1100.0,9088,Delivery
46556,0,0,4.3,190,55,4,200.0,9088,Delivery
46558,0,0,3.8,128,86,1,600.0,9088,Delivery
46559,0,0,3.2,46,5,5,350.0,9088,Delivery
46560,0,0,3.7,30,5,5,300.0,9088,Delivery
46562,0,0,,0,5,1,600.0,9088,Delivery
46563,1,0,4.0,25,55,4,200.0,9088,Delivery
46564,0,0,4.0,178,5,1,750.0,9088,Delivery
46566,0,0,,0,55,5,200.0,9088,Delivery
46568,1,0,3.6,15,53,5,300.0,9088,Delivery
46569,0,0,,0,87,7,200.0,9088,Delivery
46571,0,0,,0,5,5,300.0,9088,Delivery
46572,1,0,3.8,13,55,5,400.0,9088,Delivery
46573,0,0,3.3,59,5,1,,9088,Delivery
46574,0,0,,0,5,5,200.0,9088,Delivery
46575,0,0,,0,86,7,400.0,9088,Delivery
46576,0,0,,0,86,5,300.0,9088,Delivery
46577,0,0,,0,5,6,200.0,9088,Delivery
46581,0,0,3.3,16,5,6,300.0,9088,Delivery
46585,0,0,,0,87,7,300.0,9088,Delivery
46587,0,0,,0,5,4,400.0,9088,Delivery
46589,0,0,,0,5,7,400.0,9088,Delivery
46591,1,0,,0,5,3,750.0,9088,Delivery
46596,0,0,3.3,6,54,1,600.0,9088,Delivery
46597,0,0,3.2,11,54,1,450.0,9088,Delivery
46598,0,0,3.3,7,5,4,100.0,9088,Delivery
46600,0,0,3.5,49,5,7,250.0,9088,Delivery
46603,0,0,,0,5,5,300.0,9088,Delivery
46604,0,0,,0,86,5,150.0,9088,Delivery
46605,0,0,,0,5,3,700.0,9088,Delivery
46607,0,0,,0,5,5,300.0,9088,Delivery
46608,0,0,,0,5,3,400.0,9088,Delivery
46610,1,0,,0,5,5,200.0,9088,Delivery
46611,0,0,,0,86,5,250.0,9088,Delivery
46612,0,0,3.4,11,54,5,300.0,9088,Delivery
46613,0,0,,0,5,3,500.0,9088,Delivery
46614,0,0,,0,54,5,300.0,9088,Delivery
46615,0,0,3.3,12,86,1,800.0,9088,Delivery
46618,0,0,2.8,270,55,7,500.0,9088,Delivery
46619,1,0,,0,86,7,400.0,9088,Delivery
46621,1,0,4.2,290,67,6,600.0,9088,Delivery
46627,0,0,3.4,7,86,5,,9088,Delivery
46628,1,0,,0,5,3,600.0,9088,Delivery
46630,0,0,4.8,1161,67,7,200.0,9088,Desserts
46631,1,0,3.8,114,67,5,400.0,9088,Desserts
46632,1,0,4.0,155,67,4,500.0,9088,Desserts
46633,1,0,3.9,115,67,4,400.0,9088,Desserts
46634,0,0,3.1,8,67,4,450.0,9088,Desserts
46635,1,0,4.0,39,67,3,500.0,9088,Desserts
46637,1,0,3.6,39,67,4,300.0,9088,Desserts
46638,0,0,3.8,56,67,7,400.0,9088,Desserts
46639,0,0,3.5,8,67,0,400.0,9088,Desserts
46640,0,0,3.4,8,67,6,150.0,9088,Desserts
46641,1,0,3.5,13,67,4,200.0,9088,Desserts
46642,1,0,3.5,14,67,7,400.0,9088,Desserts
46643,1,0,3.4,36,67,4,400.0,9088,Desserts
46645,1,0,2.9,20,67,4,250.0,9088,Desserts
46646,0,0,3.4,10,67,7,350.0,9088,Desserts
46648,0,0,3.3,4,67,7,500.0,9088,Desserts
46650,0,0,,0,67,7,450.0,9088,Desserts
46651,1,0,,0,67,7,200.0,9088,Desserts
46652,0,0,3.4,4,67,7,300.0,9088,Desserts
46655,0,0,3.3,6,67,4,200.0,9088,Desserts
46657,0,0,,0,67,4,200.0,9088,Desserts
46660,0,0,,0,67,4,300.0,9088,Desserts
46662,0,0,,0,67,4,300.0,9088,Desserts
46663,0,0,,0,67,7,500.0,9088,Desserts
46664,0,0,3.4,7,67,4,150.0,9088,Desserts
46665,1,0,3.6,24,67,7,250.0,9088,Desserts
46666,0,0,3.7,53,67,6,250.0,9088,Desserts
46667,0,0,3.0,8,67,7,100.0,9088,Desserts
46668,1,1,4.3,397,5,7,600.0,9088,Desserts
46669,1,0,3.8,35,5,4,250.0,9088,Desserts
46670,0,0,3.8,35,5,7,,9088,Desserts
46671,0,0,4.2,148,5,4,200.0,9088,Desserts
46672,1,0,4.1,179,5,4,500.0,9088,Desserts
46673,1,0,3.4,10,5,7,200.0,9088,Desserts
46674,0,0,3.7,23,5,4,300.0,9088,Desserts
46675,1,0,3.9,61,5,7,100.0,9088,Desserts
46676,1,0,3.8,43,5,4,200.0,9088,Desserts
46677,1,0,3.6,99,5,0,500.0,9088,Desserts
46678,0,0,3.9,57,5,5,600.0,9088,Desserts
46679,1,0,3.8,75,5,4,350.0,9088,Desserts
46680,1,0,,0,5,7,200.0,9088,Desserts
46681,0,0,3.3,16,5,6,300.0,9088,Desserts
46682,0,0,,0,5,7,200.0,9088,Desserts
46683,0,0,,0,5,4,400.0,9088,Desserts
46684,0,0,,0,5,7,400.0,9088,Desserts
46685,0,0,3.3,7,5,4,100.0,9088,Desserts
46686,0,0,3.5,49,5,7,250.0,9088,Desserts
46687,0,0,3.8,46,5,7,200.0,9088,Desserts
46688,0,0,3.7,39,5,7,400.0,9088,Desserts
46689,0,0,,0,5,7,400.0,9088,Desserts
46691,1,0,4.4,406,76,4,400.0,9088,Desserts
46692,1,0,4.2,290,55,7,700.0,9088,Desserts
46693,0,0,3.9,108,55,4,250.0,9088,Desserts
46694,0,0,3.9,133,55,7,250.0,9088,Desserts
46695,1,0,3.8,72,55,7,150.0,9088,Desserts
46696,1,0,4.0,28,55,7,500.0,9088,Desserts
46697,1,0,3.4,10,86,4,300.0,9088,Desserts
46698,1,0,4.0,25,55,4,200.0,9088,Desserts
46699,0,0,3.5,10,55,4,100.0,9088,Desserts
46700,1,0,3.7,4,55,6,200.0,9088,Desserts
46702,1,0,4.1,197,55,4,300.0,9088,Desserts
46706,0,0,3.9,46,55,7,150.0,9088,Desserts
46708,1,0,3.7,31,55,4,150.0,9088,Desserts
46709,1,0,3.7,27,55,7,250.0,9088,Desserts
46711,1,0,3.3,4,55,4,250.0,9088,Desserts
46713,1,0,3.6,17,55,4,400.0,9088,Desserts
46717,0,0,,0,53,7,500.0,9088,Desserts
46726,0,0,,0,55,7,150.0,9088,Desserts
46727,0,0,,0,55,7,150.0,9088,Desserts
46728,0,0,,0,55,4,200.0,9088,Desserts
46729,1,0,3.9,131,55,7,450.0,9088,Desserts
46730,1,0,3.9,360,55,7,300.0,9088,Desserts
46731,1,0,4.1,143,55,4,400.0,9088,Desserts
46732,0,1,4.3,1103,67,7,1650.0,9088,Dine-out
46733,1,1,4.6,2423,67,2,1100.0,9088,Dine-out
46734,0,1,4.5,1284,67,1,1600.0,9088,Dine-out
46735,1,0,3.9,74,67,1,500.0,9088,Dine-out
46736,0,0,4.3,690,67,1,400.0,9088,Dine-out
46737,0,0,4.3,818,67,1,600.0,9088,Dine-out
46738,0,1,4.3,858,67,1,800.0,9088,Dine-out
46739,1,0,4.1,568,67,1,700.0,9088,Dine-out
46740,0,1,4.0,617,67,7,1800.0,9088,Dine-out
46742,1,0,4.0,633,67,1,750.0,9088,Dine-out
46743,1,1,3.9,676,67,1,900.0,9088,Dine-out
46744,1,1,4.1,428,67,1,1100.0,9088,Dine-out
46745,1,0,3.8,335,67,1,450.0,9088,Dine-out
46746,0,0,4.0,930,67,2,800.0,9088,Dine-out
46747,0,0,3.7,103,67,2,900.0,9088,Dine-out
46748,1,0,3.9,320,67,1,800.0,9088,Dine-out
46749,0,1,3.9,620,67,1,1000.0,9088,Dine-out
46750,1,0,4.1,502,67,1,600.0,9088,Dine-out
46751,1,0,3.8,149,67,1,700.0,9088,Dine-out
46753,0,0,3.5,73,67,5,400.0,9088,Dine-out
46754,0,1,4.0,137,67,1,700.0,9088,Dine-out
46756,1,0,3.1,94,67,5,350.0,9088,Dine-out
46757,1,0,3.3,44,67,1,650.0,9088,Dine-out
46759,0,0,3.4,10,67,7,1800.0,9088,Dine-out
46761,1,0,2.3,180,67,1,500.0,9088,Dine-out
46762,1,0,3.8,27,67,1,500.0,9088,Dine-out
46763,1,0,3.8,20,67,5,400.0,9088,Dine-out
46764,1,1,3.7,57,67,1,900.0,9088,Dine-out
46765,0,0,3.2,97,67,7,1000.0,9088,Dine-out
46766,0,0,,0,67,1,650.0,9088,Dine-out
46767,0,0,,0,67,5,400.0,9088,Dine-out
46772,1,0,3.3,10,67,1,600.0,9088,Dine-out
46773,1,0,,0,67,7,150.0,9088,Dine-out
46774,0,0,,0,67,5,400.0,9088,Dine-out
46775,0,0,,0,5,5,300.0,9088,Dine-out
46776,1,0,3.4,590,67,1,600.0,9088,Dine-out
46779,0,0,3.4,7,67,1,700.0,9088,Dine-out
46782,0,0,3.2,4,67,5,400.0,9088,Dine-out
46783,0,0,3.2,4,67,1,1000.0,9088,Dine-out
46784,0,0,3.4,8,67,2,800.0,9088,Dine-out
46786,0,0,3.3,6,67,5,400.0,9088,Dine-out
46787,0,0,4.0,84,67,2,1200.0,9088,Dine-out
46788,1,0,2.9,96,67,1,400.0,9088,Dine-out
46789,0,0,3.1,9,67,1,550.0,9088,Dine-out
46790,1,0,3.7,75,67,1,850.0,9088,Dine-out
46791,0,0,4.3,332,67,5,300.0,9088,Dine-out
46792,1,0,3.8,216,67,5,400.0,9088,Dine-out
46793,0,0,3.2,10,67,5,300.0,9088,Dine-out
46795,1,0,,0,67,5,250.0,9088,Dine-out
46796,1,0,3.7,18,67,5,200.0,9088,Dine-out
46797,1,0,3.9,32,67,5,800.0,9088,Dine-out
46798,1,0,3.5,101,67,5,400.0,930,Dine-out
46799,1,0,3.9,392,67,5,400.0,9088,Dine-out
46801,1,0,3.8,74,67,5,350.0,9088,Dine-out
46802,1,0,3.9,98,67,5,300.0,1922,Dine-out
46803,0,0,3.8,102,67,5,350.0,9088,Dine-out
46804,1,0,3.7,297,67,5,400.0,9088,Dine-out
46805,1,0,3.9,63,67,5,350.0,9088,Dine-out
46806,1,0,3.9,266,67,7,600.0,9088,Dine-out
46807,1,0,4.0,397,67,5,450.0,9088,Dine-out
46808,1,0,3.4,11,67,5,300.0,9088,Dine-out
46809,1,0,3.0,89,67,5,200.0,9088,Dine-out
46810,0,0,3.5,46,67,5,300.0,9088,Dine-out
46811,0,0,3.6,21,67,5,200.0,9088,Dine-out
46812,0,0,3.0,75,67,5,300.0,9088,Dine-out
46813,0,0,3.4,9,67,5,400.0,9088,Dine-out
46814,0,0,3.1,38,67,5,350.0,9088,Dine-out
46816,0,0,3.3,5,67,5,200.0,9088,Dine-out
46817,1,0,3.0,89,67,5,200.0,9088,Dine-out
46818,1,0,,0,67,5,250.0,9088,Dine-out
46819,1,0,3.8,99,67,5,300.0,9088,Dine-out
46820,0,0,3.6,4,67,5,200.0,9088,Dine-out
46822,1,0,3.5,162,67,5,400.0,9088,Dine-out
46824,1,0,3.5,10,67,5,300.0,9088,Dine-out
46825,1,0,4.1,89,67,5,400.0,9088,Dine-out
46826,1,0,3.9,43,67,5,300.0,177,Dine-out
46827,1,0,3.6,30,67,5,350.0,9088,Dine-out
46828,0,0,3.3,8,67,5,250.0,9088,Dine-out
46831,1,0,3.8,18,67,5,250.0,9088,Dine-out
46833,1,0,3.2,71,67,5,400.0,9088,Dine-out
46834,0,0,,0,67,5,300.0,9088,Dine-out
46835,0,0,,0,67,5,300.0,9088,Dine-out
46836,0,0,3.4,61,67,5,150.0,9088,Dine-out
46840,1,0,,0,67,5,200.0,9088,Dine-out
46841,1,0,3.2,27,67,7,450.0,9088,Dine-out
46843,1,0,2.8,9,86,7,250.0,9088,Dine-out
46844,0,0,3.5,37,67,5,300.0,9088,Dine-out
46846,1,0,3.2,4,67,5,200.0,9088,Dine-out
46847,0,0,,0,67,5,100.0,9088,Dine-out
46848,0,0,,0,67,5,150.0,9088,Dine-out
46849,0,0,,0,67,5,300.0,9088,Dine-out
46854,0,0,,0,67,5,100.0,9088,Dine-out
46855,0,0,,0,67,5,300.0,9088,Dine-out
46858,1,0,,0,67,5,250.0,9088,Dine-out
46859,1,0,3.2,9,67,5,450.0,9088,Dine-out
46860,0,0,3.1,37,67,5,300.0,9088,Dine-out
46862,0,0,3.1,12,67,5,150.0,9088,Dine-out
46863,0,0,3.2,4,67,5,400.0,9088,Dine-out
46866,0,0,3.2,4,67,5,300.0,9088,Dine-out
46868,1,0,3.7,33,67,5,200.0,9088,Dine-out
46874,0,0,3.2,4,67,5,150.0,9088,Dine-out
46876,0,0,3.4,10,67,5,150.0,9088,Dine-out
46878,0,0,,0,67,5,150.0,9088,Dine-out
46879,0,0,,0,67,5,300.0,9088,Dine-out
46880,0,0,,0,67,5,200.0,9088,Dine-out
46882,0,0,,0,67,5,300.0,9088,Dine-out
46884,1,0,3.8,268,67,5,250.0,9088,Dine-out
46885,1,0,3.5,108,67,5,750.0,9088,Dine-out
46886,1,0,3.6,28,67,5,300.0,182,Dine-out
46888,1,0,2.8,5,67,5,200.0,9088,Dine-out
46889,1,0,4.1,344,67,5,350.0,6176,Dine-out
46891,1,0,3.9,53,67,5,300.0,9088,Dine-out
46893,1,0,3.2,69,67,7,500.0,9088,Dine-out
46894,1,1,4.4,1026,5,1,800.0,9088,Dine-out
46895,1,1,4.3,397,5,7,600.0,9088,Dine-out
46896,1,0,4.1,245,5,1,600.0,9088,Dine-out
46897,0,0,3.9,175,5,5,350.0,9088,Dine-out
46898,0,0,3.8,180,5,5,300.0,9088,Dine-out
46899,1,0,3.6,110,5,1,500.0,9088,Dine-out
46900,1,0,3.8,74,5,1,400.0,9088,Dine-out
46901,1,0,3.7,68,5,1,500.0,9088,Dine-out
46902,0,1,3.9,96,5,7,1200.0,9088,Dine-out
46903,1,1,3.1,405,5,2,800.0,9088,Dine-out
46904,0,0,3.7,30,5,5,300.0,9088,Dine-out
46905,0,0,,0,5,1,600.0,9088,Dine-out
46906,0,0,4.0,178,5,1,750.0,9088,Dine-out
46907,1,0,3.2,123,5,1,750.0,9088,Dine-out
46908,0,0,3.7,239,5,7,600.0,9088,Dine-out
46909,1,0,3.6,99,5,0,500.0,9088,Dine-out
46910,1,0,3.8,285,5,1,800.0,9088,Dine-out
46911,0,0,3.3,59,5,1,,9088,Dine-out
46912,1,0,3.7,18,5,7,400.0,9088,Dine-out
46913,1,0,2.9,37,5,0,900.0,9088,Dine-out
46914,0,0,3.6,23,5,2,1200.0,9088,Dine-out
46915,1,0,3.6,74,5,1,450.0,9088,Dine-out
46916,0,0,3.1,61,5,1,600.0,9088,Dine-out
46917,0,0,,0,5,1,650.0,9088,Dine-out
46918,0,0,3.5,49,5,7,250.0,9088,Dine-out
46919,1,0,3.8,373,5,5,400.0,9088,Dine-out
46920,0,0,4.0,407,5,5,400.0,9088,Dine-out
46921,0,0,3.9,66,5,5,300.0,9088,Dine-out
46922,1,0,3.8,75,5,5,200.0,6209,Dine-out
46923,1,0,2.9,136,5,5,500.0,9088,Dine-out
46924,0,0,3.7,43,5,5,150.0,9088,Dine-out
46925,1,0,3.8,65,5,5,200.0,1293,Dine-out
46926,0,0,3.2,46,5,5,350.0,9088,Dine-out
46927,1,0,3.5,40,5,5,500.0,6179,Dine-out
46928,1,0,,0,5,5,150.0,9088,Dine-out
46929,1,0,3.6,42,5,5,300.0,7978,Dine-out
46930,0,0,3.5,7,5,5,100.0,9088,Dine-out
46931,0,0,3.2,11,5,5,300.0,9088,Dine-out
46932,1,0,,0,5,5,100.0,5694,Dine-out
46933,0,0,3.9,57,5,5,600.0,9088,Dine-out
46934,0,0,,0,5,5,300.0,9088,Dine-out
46935,0,0,,0,5,5,300.0,9088,Dine-out
46936,0,0,,0,5,5,200.0,9088,Dine-out
46937,1,0,3.4,77,5,5,400.0,9088,Dine-out
46938,1,0,,0,5,5,200.0,9088,Dine-out
46939,1,0,3.2,7,5,5,400.0,9088,Dine-out
46940,0,0,,0,5,5,150.0,9088,Dine-out
46941,0,0,,0,5,5,250.0,9088,Dine-out
46942,0,0,,0,5,5,250.0,9088,Dine-out
46943,0,0,,0,5,5,200.0,9088,Dine-out
46946,0,0,,0,5,5,200.0,9088,Dine-out
46947,1,0,3.5,9,5,5,200.0,9088,Dine-out
46948,0,0,3.8,51,5,5,200.0,9088,Dine-out
46949,0,0,3.0,12,5,5,200.0,9088,Dine-out
46950,0,0,,0,5,5,400.0,9088,Dine-out
46951,0,0,3.3,4,5,5,200.0,9088,Dine-out
46952,0,0,,0,5,5,250.0,9088,Dine-out
46953,0,0,,0,5,5,150.0,9088,Dine-out
46954,0,0,,0,5,5,300.0,9088,Dine-out
46955,0,0,,0,5,5,200.0,9088,Dine-out
46956,0,0,3.2,4,5,5,300.0,9088,Dine-out
46957,0,0,3.2,4,5,5,150.0,9088,Dine-out
46958,1,0,3.7,162,5,5,400.0,9088,Dine-out
46959,0,1,4.1,4781,55,7,2600.0,9088,Dine-out
46960,1,1,4.9,1985,55,1,2000.0,9088,Dine-out
46961,0,0,4.3,2324,55,7,1800.0,9088,Dine-out
46962,0,1,4.3,968,55,7,2000.0,9088,Dine-out
46963,0,1,4.5,420,66,1,1200.0,9088,Dine-out
46964,0,1,4.8,1367,55,1,1300.0,9088,Dine-out
46965,0,1,4.2,566,55,7,2500.0,9088,Dine-out
46966,1,1,4.5,1157,55,1,1700.0,9088,Dine-out
46967,1,1,4.8,6470,55,2,1400.0,9088,Dine-out
46968,1,1,4.0,610,55,1,1000.0,9088,Dine-out
46969,1,0,4.5,789,55,1,1000.0,9088,Dine-out
46970,1,1,4.3,1103,55,1,1500.0,9088,Dine-out
46971,1,0,4.2,1734,55,7,1400.0,9088,Dine-out
46972,0,0,4.1,218,55,1,800.0,9088,Dine-out
46973,1,0,4.8,4421,55,5,150.0,9088,Dine-out
46974,0,0,4.0,777,55,7,1400.0,9088,Dine-out
46975,0,1,4.2,167,66,7,1400.0,9088,Dine-out
46976,1,1,4.2,471,55,2,1200.0,9088,Dine-out
46977,1,0,4.1,317,55,1,1200.0,9088,Dine-out
46978,1,0,4.1,274,55,0,600.0,9088,Dine-out
46979,1,0,4.1,80,55,0,500.0,9088,Dine-out
46980,0,0,4.2,493,55,1,1500.0,9088,Dine-out
46981,0,1,4.3,1145,55,1,1100.0,9088,Dine-out
46982,0,0,4.1,742,55,7,1500.0,9088,Dine-out
46983,0,1,4.1,405,55,7,1500.0,9088,Dine-out
46984,1,0,4.0,1196,55,5,250.0,5516,Dine-out
46985,1,1,4.1,664,55,7,1100.0,9088,Dine-out
46986,1,0,3.8,324,55,1,650.0,9088,Dine-out
46987,0,1,4.0,569,55,1,1000.0,9088,Dine-out
46988,1,0,4.2,290,55,7,700.0,9088,Dine-out
46989,1,0,4.2,506,55,0,500.0,9088,Dine-out
46990,1,0,4.2,128,55,5,100.0,9088,Dine-out
46991,0,0,3.8,32,55,0,600.0,9088,Dine-out
46992,0,0,3.6,10,55,1,400.0,9088,Dine-out
46993,0,0,3.9,117,55,1,500.0,9088,Dine-out
46994,1,0,4.1,444,55,1,600.0,9088,Dine-out
46995,0,0,4.2,613,55,1,500.0,9088,Dine-out
46996,0,0,4.3,356,55,5,300.0,9088,Dine-out
46998,1,0,3.9,358,86,1,850.0,6640,Dine-out
46999,0,1,4.2,246,55,7,2500.0,9088,Dine-out
47000,1,0,4.2,144,55,5,250.0,5367,Dine-out
47001,0,0,3.8,128,86,1,600.0,9088,Dine-out
47002,0,0,4.1,1189,55,1,1500.0,9088,Dine-out
47004,1,0,3.8,36,53,1,700.0,4816,Dine-out
47005,0,0,4.0,151,76,1,700.0,9088,Dine-out
47006,1,1,4.2,167,55,1,1100.0,6923,Dine-out
47008,1,0,3.9,81,55,1,600.0,9088,Dine-out
47009,1,0,3.8,136,55,1,450.0,4824,Dine-out
47010,1,0,4.0,344,55,5,350.0,4465,Dine-out
47013,0,0,4.1,750,55,5,150.0,9088,Dine-out
47014,0,0,3.9,40,55,5,400.0,9088,Dine-out
47015,1,0,3.8,86,55,1,600.0,9088,Dine-out
47016,1,0,4.0,152,76,1,600.0,9088,Dine-out
47017,1,0,4.3,85,76,5,200.0,5815,Dine-out
47018,1,0,3.9,66,55,5,150.0,186,Dine-out
47020,1,0,3.5,250,55,5,300.0,9088,Dine-out
47022,0,0,3.9,61,55,5,200.0,9088,Dine-out
47023,1,0,4.0,173,55,5,300.0,9088,Dine-out
47025,1,0,3.8,21,55,1,400.0,9088,Dine-out
47027,1,0,3.8,220,86,5,400.0,9088,Dine-out
47029,0,0,,0,87,7,200.0,9088,Dine-out
47031,1,0,3.9,35,55,5,300.0,9088,Dine-out
47032,1,0,3.9,462,55,5,200.0,9088,Dine-out
47033,1,0,3.6,7,86,1,500.0,9088,Dine-out
47034,1,0,3.6,41,86,5,400.0,9088,Dine-out
47035,1,0,3.2,9,55,5,300.0,9088,Dine-out
47036,0,1,3.8,59,53,1,700.0,9088,Dine-out
47037,1,0,3.4,5,55,5,150.0,9088,Dine-out
47038,1,0,3.9,441,86,5,250.0,9088,Dine-out
47039,1,0,3.8,93,86,5,350.0,5368,Dine-out
47040,1,0,3.9,284,55,7,400.0,9088,Dine-out
47043,0,1,3.7,113,76,1,1000.0,9088,Dine-out
47044,1,0,3.2,9,55,7,500.0,9088,Dine-out
47045,0,0,4.2,62,55,5,200.0,9088,Dine-out
47046,1,0,4.1,56,55,5,100.0,9088,Dine-out
47047,1,0,3.9,72,55,0,500.0,9088,Dine-out
47048,1,0,3.9,252,55,0,400.0,9088,Dine-out
47049,1,0,3.0,81,55,5,750.0,9088,Dine-out
47051,0,0,3.8,34,76,1,600.0,9088,Dine-out
47052,0,0,3.6,101,86,1,500.0,9088,Dine-out
47053,1,0,2.9,57,55,5,600.0,9088,Dine-out
47054,1,0,3.4,10,86,4,300.0,9088,Dine-out
47055,0,0,3.7,49,53,5,300.0,9088,Dine-out
47056,1,0,3.9,115,55,5,200.0,9088,Dine-out
47057,1,0,3.6,70,76,1,800.0,9088,Dine-out
47060,1,0,3.7,89,55,7,500.0,9088,Dine-out
47061,1,0,3.9,87,76,5,200.0,9088,Dine-out
47062,1,0,3.8,59,55,5,300.0,9088,Dine-out
47064,1,0,3.7,98,55,1,550.0,9088,Dine-out
47065,0,0,,0,55,5,200.0,9088,Dine-out
47066,0,0,3.4,9,55,5,300.0,9088,Dine-out
47067,0,0,3.3,6,53,5,250.0,9088,Dine-out
47068,1,0,3.6,15,53,5,300.0,9088,Dine-out
47070,1,0,4.2,470,55,7,300.0,9088,Dine-out
47071,0,0,3.7,24,54,1,500.0,9088,Dine-out
47074,1,0,4.0,58,55,7,300.0,9088,Dine-out
47075,1,0,3.4,37,55,5,500.0,9088,Dine-out
47076,0,0,2.9,11,54,5,400.0,9088,Dine-out
47077,0,0,3.7,55,54,1,1400.0,9088,Dine-out
47078,0,0,3.6,14,86,5,400.0,9088,Dine-out
47079,0,0,,0,86,5,100.0,9088,Dine-out
47080,1,0,3.7,30,55,5,300.0,5363,Dine-out
47081,0,0,3.9,46,86,5,100.0,9088,Dine-out
47083,1,0,3.2,37,53,5,200.0,9088,Dine-out
47084,0,0,3.2,15,53,1,800.0,9088,Dine-out
47085,0,0,3.0,21,76,1,700.0,9088,Dine-out
47089,0,0,3.2,5,53,5,250.0,9088,Dine-out
47091,0,0,,0,86,5,300.0,9088,Dine-out
47093,0,0,,0,55,5,100.0,9088,Dine-out
47094,1,0,4.1,166,55,4,400.0,9088,Dine-out
47095,0,0,3.7,20,86,5,500.0,9088,Dine-out
47096,1,0,3.8,13,55,5,400.0,9088,Dine-out
47100,0,0,3.6,14,54,5,300.0,9088,Dine-out
47103,1,0,3.7,100,55,5,400.0,9088,Dine-out
47104,1,0,3.2,9,55,7,500.0,9088,Dine-out
47105,1,0,2.9,23,55,7,300.0,9088,Dine-out
47106,0,0,3.3,47,53,5,300.0,9088,Dine-out
47107,1,0,,0,67,5,300.0,9088,Dine-out
47108,0,0,3.3,8,76,7,1000.0,9088,Dine-out
47109,0,0,3.3,6,54,1,600.0,9088,Dine-out
47110,0,0,3.2,11,54,1,450.0,9088,Dine-out
47112,1,0,2.4,71,55,7,500.0,9088,Dine-out
47113,0,0,3.4,5,55,7,400.0,9088,Dine-out
